材料序号,材料名称,品牌,关键属性,,,,,
SFYYSGDX0013,"索菲亚高端柜体板实木颗粒板(表面颜色可选） 
浮雕系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0014,"索菲亚高端柜体板实木颗粒板(表面颜色可选） 
浮雕系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0015,"索菲亚高端柜体板实木颗粒板(表面颜色可选） 
浮雕系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0016,"索菲亚高端柜体板实木颗粒板(表面颜色可选） 
浮雕系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0017,"索菲亚高端柜体板实木颗粒板
 (表面颜色可选）
3D效果系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0018,"索菲亚高端柜体板实木颗粒板
 (表面颜色可选）
4D效果系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0019,"索菲亚高端柜体板实木颗粒板
 (表面颜色可选）
4D效果系列",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0020,索菲亚高端柜体板纯色油漆板（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0021,索菲亚高端柜体板纯色油漆板（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0022,索菲亚高端柜体板纯色油漆板（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0023,索菲亚高端柜体板纯色油漆板（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0024,索菲亚高端柜体板纯色油漆板（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0025,索菲亚高端柜体板纯色油漆板（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0026,索菲亚高端柜体板纯色油漆板（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0027,索菲亚高端柜体板纯色油漆板（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0028,索菲亚高端柜体板纯色油漆板（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0029,索菲亚高端柜体板纯色油漆板（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0030,索菲亚高端柜体板纯色油漆板（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0031,索菲亚高端柜体板纯色油漆板（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0032,"索菲亚高端柜体板贴木皮喷油板（哑光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0033,"索菲亚高端柜体板贴木皮喷油板（哑光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0034,"索菲亚高端柜体板贴木皮喷油板（哑光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0035,"索菲亚高端柜体板贴木皮喷油板（哑光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0036,"索菲亚高端柜体板贴木皮喷油板（哑光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0037,"索菲亚高端柜体板贴木皮喷油板（哑光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0038,"索菲亚高端柜体板贴木皮喷油板（高光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0039,"索菲亚高端柜体板贴木皮喷油板（高光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0040,"索菲亚高端柜体板贴木皮喷油板（高光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0041,"索菲亚高端柜体板贴木皮喷油板（高光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0042,"索菲亚高端柜体板贴木皮喷油板（高光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0043,"索菲亚高端柜体板贴木皮喷油板（高光）
选用木皮：橡木、樱桃木、胡桃木，价格视为一致。",索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0044,索菲亚高端柜体板贴木皮喷油板（锯齿纹、烟熏木等特种名贵木皮、染色木皮，价格视为一致。）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0045,索菲亚高端柜体板贴木皮喷油板（锯齿纹、烟熏木等特种名贵木皮、染色木皮，价格视为一致。）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0046,索菲亚高端柜体板贴木皮喷油板（锯齿纹、烟熏木等特种名贵木皮、染色木皮，价格视为一致。）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0047,索菲亚高端柜体板贴木皮喷油板（锯齿纹、烟熏木等特种名贵木皮、染色木皮，价格视为一致。）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0048,索菲亚高端柜体板贴木皮喷油板（锯齿纹、烟熏木等特种名贵木皮、染色木皮，价格视为一致。）,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0049,索菲亚高端柜体板实木拼框香樟木,索菲亚,档次#高端|品牌#索菲亚|产品类型#柜体板,,,,,
SFYYSGDX0050,索菲亚高端平开门超高纯色油漆平开门（高度超过1800mm或者宽度超过500mm）（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0051,索菲亚高端平开门纯色油漆平开门、抽面及其他面板类（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0052,索菲亚高端平开门纯色油漆线条（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0053,索菲亚高端平开门超高纯色油漆平开门（高度超过1800mm或者宽度超过500mm）（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0054,索菲亚高端平开门纯色油漆平开门、抽面及其他面板类（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0055,索菲亚高端平开门纯色漆线条（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0056,索菲亚高端平开门超高贴木皮喷油漆平开门（高度超过1800mm或者宽度超过500mm）（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0057,索菲亚高端平开门贴木皮喷油漆平开门、抽面及其他面板类（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0058,索菲亚高端平开门贴木皮喷油漆线条（哑光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0059,索菲亚高端平开门超高贴木皮喷油漆平开门（高度超过1800mm或者宽度超过500mm）（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0060,索菲亚高端平开门贴木皮喷油漆平开门、抽面及其他面板类（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0061,索菲亚高端平开门贴木皮喷油漆线条（高光）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0062,索菲亚高端平开门超高贴木皮喷油门板（锯齿纹、烟熏木等特种名贵木皮、染色木皮）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0063,索菲亚高端平开门贴木皮喷油门板、抽面及其他面板类（锯齿纹、烟熏木等特种名贵木皮、染色木皮）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0064,索菲亚高端平开门贴木皮喷油线条（锯齿纹、烟熏木等特种名贵木皮、染色木皮）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0065,索菲亚高端平开门皮革平开门、抽面及其他面板类,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0066,索菲亚高端平开门玻璃抽面,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0067,索菲亚高端平开门三胺玻璃抽面,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0068,索菲亚高端平开门三胺玻璃抽面,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0069,索菲亚高端平开门三胺玻璃抽面,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0070,索菲亚高端平开门三聚氰胺实木颗粒板平开门、抽面及其他面板类,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0071,索菲亚高端平开门三聚氰胺实木颗粒板平开门、抽面及其他面板类,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0072,索菲亚高端平开门三聚氰胺多层实木板平开门、抽面及其他面板类,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0073,索菲亚高端平开门三聚氰胺多层实木板平开门、抽面及其他面板类,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0074,索菲亚高端平开门门板凹工艺缝,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0075,索菲亚高端平开门超高铝框玻璃（门铰形式）平开门,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0076,索菲亚高端平开门铝框夹艺术玻璃平开门,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0077,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（灰玻、清玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0078,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（超白玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0079,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（夹镜面反射玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0080,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（丝印玻璃、烤漆玻璃等艺术玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0081,索菲亚高端平开门天地合页、天地轴铰链铝框玻璃门（夹真金属丝网玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0082,索菲亚高端平开门天地合页铰链,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0083,索菲亚高端平开门天地轴铰链,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0084,索菲亚高端平开门镜柜双面银镜平开门,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0085,索菲亚高端平开门窄边铝框夹银镜平开门,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0086,索菲亚高端平开门百叶,索菲亚,档次#高端|品牌#索菲亚|产品类型#平开门,,,,,
SFYYSGDX0087,索菲亚高端移门系统吊轨门滑轮系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0088,索菲亚高端移门系统顶底轨滑轮系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0089,索菲亚高端移门系统双门共面门滑轮系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0090,索菲亚高端移门系统双门共面门滑轮系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0091,索菲亚高端移门系统轻型单轨外挂移门五金系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0092,索菲亚高端移门系统一拉双开门联动系统,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0093,索菲亚高端移门系统延长轨道,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0094,索菲亚高端移门系统阻尼器,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0095,索菲亚高端移门系统推拉门分隔条,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0096,索菲亚高端移门系统窄边铝框夹5mm玻璃门扇（清玻、灰玻、茶玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0097,索菲亚高端移门系统窄边铝框夹5mm玻璃门扇（超白玻）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0098,索菲亚高端移门系统窄边铝框夹5mm玻璃门扇（夹双面钢化玻璃夹真金属丝网）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0099,索菲亚高端移门系统窄边铝框夹5mm玻璃门扇（丝印玻璃、烤漆玻璃等艺术玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0100,索菲亚高端移门系统窄边铝框夹玻璃门扇（镜面反射玻璃）,索菲亚,档次#高端|品牌#索菲亚|产品类型#移门系统,,,,,
SFYYSGDX0101,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0102,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0103,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0104,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0105,索菲亚高端门铰,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0106,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0107,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0108,索菲亚高端豪华金属骑马抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0109,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0110,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0111,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0112,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0113,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0114,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0115,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0116,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0117,索菲亚高端抽屉,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0118,索菲亚高端密码抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0119,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0120,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0121,索菲亚高端抽拉托鞋架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0122,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0123,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0124,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0125,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0126,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0127,索菲亚高端机械触碰式暗弹抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0128,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0129,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0130,索菲亚高端U型抽,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0131,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0132,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0133,索菲亚高端三胺格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0134,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0135,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0136,索菲亚高端包覆格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0137,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0138,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0139,索菲亚高端实木格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
SFYYSGDX0140,索菲亚高端绒布+皮革格子架,索菲亚,档次#高端|品牌#索菲亚|产品类型#五金及配件,,,,,
